,Symbol,Company
3458,WMGI,Wright Med Grp NV
3459,WNEB,Western New England Bancorp Inc
3460,WOOD,Global Timber & Forestry Ishares ETF
3461,WPRT,Westport Fuel Systems Inc
3462,WRLD,World Acceptance Cp
3463,WRTC,Wrap Technologies Inc
3464,WSBC,Wesbanco Inc
3465,WSBF,Waterstone Financial
3466,WSC,Willscot Corp
3467,WSFS,WSFS Financial Corp
3468,WSG,Wanda Sports Group Company Ltd ADR
3469,WSTG,Wayside Technology
3470,WSTL,Westell Technologies
3471,WTBA,West Bancorp
3472,WTER,Alkaline Water Company Inc
3473,WTFC,Wintrust Finl Corp
3474,WTFCM,Wintrust Fin Pref D
3475,WTFCP,Wintrust Financial Corporation Depositary Shares
3476,WTRE,Watford Holdings Ltd
3477,WTREP,Watford Holdings Ltd. 8.5%
3478,WTRH,Waitr Holdings Inc
3479,WVE,Wave Life Sci Ord Sh
3480,WVFC,Wvs Financial Corp
3481,WVVI,Willamette Valley
3482,WVVIP,Willamette Valley Vineyards IN
3483,WW,Weight Watchers International Inc
3484,WWD,Woodward Inc
3485,WWR,Westwater Resources
3486,WYNN,Wynn Resorts Ltd
3487,XAIR,Beyond Air Inc
3488,XBIO,Xenetic Biosciences Inc
3489,XBIOW,Xenetic Biosciences Inc WT
3490,XBIT,Xbiotech Inc
3491,XCUR,Exicure Inc
3492,XEL,XCEL Energy Inc
3493,XELA,Exela Technologies Inc
3494,XELB,XCEL Brands
3495,XENE,Xenon Pharmaceuticals Inc
3496,XENT,Intersect Ent Inc
3497,XERS,Xeris Pharmaceuticals Inc
3498,XFOR,X4 Pharmaceuticals Inc
3499,XGN,Exagen Inc
3500,XLNX,Xilinx Inc
3501,XLRN,Acceleron Pharma
3502,XNCR,Xencor Inc
3503,XNET,Xunlei Ltd ADR
3504,XOG,Extraction Oil & Gas Inc
3505,XOMA,Xoma Corp
3506,XONE,The Exone Company
3507,XP,XP Inc Cl A
3508,XPEL,Xpel Technologies
3509,XPER,Xperi Holding Corp.
3510,XRAY,Dentsply Sirona Inc
3511,XSPA,Xpresspa Group Inc
3512,XT,Exponential Technologies Ishares ETF
3513,XTLB,Xtl Biopharma Ads
3514,YGYI,Youngevity International Inc
3515,YGYIP,Youngevity International Inc 9.75% Series D Cum
3516,YI,111 Inc ADR
3517,YIN,Yintech Investm Ads
3518,YJ,Yunji Inc
3519,YLCO,G-X Yieldco Index ETF
3520,YLDE,Legg Clearbridge Dividend ESG ETF
3521,YMAB,Y-Mabs Therapeutics Inc
3522,YNDX,Yandex N.V.
3523,YORW,York Water Company
3524,YRCW,YRC Worldwide
3525,YTEN,Yield10 Bioscience Inc
3526,YTRA,Yatra Online Inc
3527,YVR,Liquid Media Group Ltd
3528,YY,YY Inc
3529,Z,Zillow Group Cl C
3530,ZAGG,Zagg Inc
3531,ZBRA,Zebra Technologies
3532,ZCMD,Zhongchao Inc Cl A
3533,ZEAL,Zealand Pharma A/S ADR
3534,ZEUS,Olympic Steel Inc
3535,ZFGN,Zafgen Inc
3536,ZG,Zillow Grp Inc Cl A
3537,ZGNX,Zogenix Inc
3538,ZGYH,Yunhong International Cl A
3539,ZGYHR,Yunhong International Right
3540,ZGYHU,Yunhong International
3541,ZGYHW,Yunhong International WT
3542,ZI,Zoominfo Technologies Inc Cl A
3543,ZION,Zions Bancorp
3544,ZIONL,Zion Bancorp
3545,ZIONN,Zions Bancorporation N.A. Depositary Shares Each
3546,ZIONO,Zions Bancorporation N.A. Depositary Shares Each
3547,ZIONP,Zions Bancorporation N.A. Depositary Shares Each
3548,ZIONW,Zions Bncrp WT
3549,ZIOP,Ziopharm Oncology IN
3550,ZIV,VS -1X VIX Mid Term
3551,ZIXI,Zix Corp
3552,ZKIN,Zk International Group Co. Ltd
3553,ZLAB,Zai Lab Ltd
3554,ZM,Zoom Video Communications Cl A
3555,ZN,Zion Oil & Gas Inc
3556,ZNGA,Zynga Inc Cl A
3557,ZNTL,Zentalis Pharmaceuticals Inc
3558,ZS,Zscaler Inc
3559,ZSAN,Zosano Pharma
3560,ZUMZ,Zumiez Inc
3561,ZVO,Zovio Inc
3562,ZYNE,Zynerba Pharma CS
3563,ZYXI,Zynex Inc
3564,INR=X,USD/INR
3565,EURINR=X,EUR/INR
3566,GBPINR=X,GBP/INR
3567,AEDINR=X,AED/INR
3568,INRJPY=X,INR/JPY
3569,SGDINR=X,SGD/INR
3570,USDIDR=X,USD/IDR
3571,USDTHB=X,USD/THB
3572,USDMYR=X,USD/MYR
3573,USDZAR=X,USD/ZAR
3574,USDRUB=X,USD/RUB
3575,AUDUSD=X,AUD/USD
3576,AUDJPY=X,AUD/JPY
3577,NZDUSD=X,NZD/USD
3578,EURUSD=X,EUR/USD
3579,EURCAD=X,EUR/CAD
3580,JPY=X,USD/JPY
3581,GBPUSD=X,GBP/USD
3582,CHF=X,USD/CHF
3583,CAD=X,USD/CAD
3584,EURJPY=X,EUR/JPY
3585,GBPJPY=X,GBP/JPY
3586,EURGBP=X,EUR/GBP
3587,EURSEK=X,EUR/SEK
3588,EURCHF=X,EUR/CHF
3589,EURHUF=X,EUR/HUF
3590,EURJPY=X,EUR/JPY
3591,BTC-INR,Bitcoin INR
3592,ETH-INR,Ethereum INR
3593,USDT-INR,Tether INR
3594,XRP-INR,XRP INR
3595,BCH-INR,Bitcoin Cash INR
3596,LTC-INR,Litecoin INR
3597,BNB-INR,Binance Coin INR
3598,EOS-INR,EOS INR
3599,ADA-INR,Cardano INR
3600,XLM-INR,Stellar INR
3601,LINK-INR,Chainlink INR
3602,XMR-INR,Monero INR
3603,TRX-INR,TRON INR
3604,NEO-INR,Neo INR
3605,ETC-INR,Ethereum Classic INR
3606,DASH-INR,Dash INR
3607,MIOTA-INR,IOTA INR
3608,VET-INR,VeChain INR
3609,ZEC-INR,Zcash INR
3610,XEM-INR,NEM INR
3611,BAT-INR,Basic Attention Token INR
3612,DOGE-INR,Dogecoin INR
3613,DGB-INR,DigiByte INR
3614,ZRX-INR,0x INR
3615,OMG-INR,OMG Network INR
3616,KNC-INR,Kyber Network INR
3617,DCR-INR,Decred INR
3618,ICX-INR,ICON INR
3619,QTUM-INR,Qtum INR
3620,REP-INR,Augur INR
3621,LSK-INR,Lisk INR
3622,NANO-INR,Nano INR
3623,BTG-INR,Bitcoin Gold INR
3624,WAVES-INR,Waves INR
3625,MONA-INR,MonaCoin INR
3626,SC-INR,Siacoin INR
3627,LRC-INR,Loopring INR
3628,SNT-INR,Status INR
3629,KMD-INR,Komodo INR
3630,XVG-INR,Verge INR
3631,MCO-INR,MCO INR
3632,ZEN-INR,Horizen INR
3633,STEEM-INR,Steem INR
3634,BTS-INR,BitShares INR
3635,BNT-INR,Bancor INR
3636,MAID-INR,MaidSafeCoin INR
3637,HC-INR,HyperCash INR
3638,GNT-INR,Golem INR
3639,ARDR-INR,Ardor INR
3640,XZC-INR,Zcoin INR
3641,AE-INR,Aeternity INR
3642,BCN-INR,Bytecoin INR
3643,RLC-INR,iExec RLC INR
3644,STRAT-INR,Stratis INR
3645,ANT-INR,Aragon INR
3646,GNO-INR,Gnosis INR
3647,ARK-INR,Ark INR
3648,WTC-INR,Waltonchain INR
3649,BTCD-INR,BitcoinDark INR
3650,PIVX-INR,PIVX INR
3651,FUN-INR,FunFair INR
3652,STORJ-INR,Storj INR
3653,MTL-INR,Metal INR
3654,PPT-INR,Populous INR
3655,CVC-INR,Civic INR
3656,ICN-INR,Iconomi INR
3657,SYS-INR,Syscoin INR
3658,GAS-INR,Gas INR
3659,VTC-INR,Vertcoin INR
3660,FCT-INR,Factom INR
3661,GBYTE-INR,Obyte INR
3662,BLOCK-INR,Blocknet INR
3663,NXS-INR,Nexus INR
3664,NXT-INR,Nxt INR
3665,VGX-INR,Voyager Token INR
3666,NAV-INR,NavCoin INR
3667,QASH-INR,QASH INR
3668,VERI-INR,Veritaseum INR
3669,SNGLS-INR,SingularDTV INR
3670,KIN-INR,Kin INR
3671,DGD-INR,DigixDAO INR
3672,ETP-INR,Metaverse ETP INR
3673,NEBL-INR,Neblio INR
3674,ADX-INR,AdEx INR
3675,QRL-INR,Quantum Resistant Ledger INR
3676,TAAS-INR,TaaS INR
3677,PAY-INR,TenX INR
3678,SALT-INR,SALT INR
3679,MLN-INR,Melon INR
3680,PART-INR,Particl INR
3681,WINGS-INR,Wings INR
3682,UBQ-INR,Ubiq INR
3683,DNT-INR,district0x INR
3684,GAME-INR,GameCredits INR
3685,DCN-INR,Dentacoin INR
3686,LKK-INR,Lykke INR
3687,SNM-INR,SONM INR
3688,XCP-INR,Counterparty INR
3689,ETHOS-INR,Ethos INR
3690,FAIR-INR,FairCoin INR
3691,IOC-INR,I/O Coin INR
3692,SUB-INR,Substratum INR
3693,EDG-INR,Edgeless INR
3694,MGO-INR,MobileGo INR
3695,NLC2-INR,NoLimitCoin INR
3696,BTM1-INR,Bitmark INR
3697,ATB-INR,ATBCoin INR
3698,MCAP-INR,MCAP INR
3699,FRST-INR,FirstCoin INR
3700,XUC-INR,Exchange Union INR
3701,^BSESN,BSE SENSEX
3702,^NSEI,Nifty 50
3703,^DJI,Dow
3704,^IXIC,Nasdaq
3705,^N225,Nikkei
3706,^HSI,HANG SENG INDEX
3707,^AXJO,S&P/ASX 200
3708,^TWII,TSEC weighted index
3709,^STI,STI Index
3710,000001.SS,SSE Composite Index
3711,399001.SZ,Shenzhen Component
3712,^JKSE,Jakarta Composite Index
3713,^KS11,KOSPI Composite Index
3714,^GSPC,S&P 500
3715,^DJI,Dow
3716,^AORD,ALL ORDINARIES
3717,^KLSE,FTSE Bursa Malaysia KLCI
3718,^XAX,NYSE AMEX COMPOSITE INDEX
3719,^RUT,Russell 2000
3720,^VIX,CBOE Volatility Index
3721,^GSPTSE,S&P/TSX Composite index
3722,^FTSE,FTSE 100
3723,^GDAXI,DAX PERFORMANCE-INDEX
3724,^FCHI,CAC 40
3725,^STOXX50E,ESTX 50 PR.EUR
3726,^N100,EURONEXT 100
3727,^BFX,BEL 20
3728,IMOEX.ME,MOEX Russia Index
3729,^BVSP,IBOVESPA
3730,^MXX,IPC MEXICO
3731,^IPSA,S&P/CLX IPSA
3732,^MERV,MERVAL
3733,^TA125.TA,TA-125
3734,^CASE30,EGX 30 Price Return Index
3735,^JN0U.JO,Top 40 USD Net TRI Index
3736,^NZ50,S&P/NZX 50 INDEX GROSS
3737,RAJRAYON.NS,Raj Rayon Industries Limited
3738,ISMTLTD.BO,ISMT Limited
3739,ISMTLTD.NS,ISMT Limited
3740,ISMTLTD.NS,ISMT LTD
3741,STAMPEDE.NS,Stampede Capital Ltd.
3742,DHANVARSHA.BO,Dhanvarsha Finvest Limited
3743,SHREDIGCEM.NS,Shree Digvijay Cement Company Limited
3744,SHREDIGCEM.BO,Shree Digvijay Cement Company Limited
3745,UNITY.NS,Unity Infraprojects Limited
3746,JTEKTINDIA.NS,JTEKT India Limited
3747,METKORE.NS,Metkore Alloys & Industries Limited
3748,JTEKTINDIA.BO,JTEKT India Ltd
3749,ASIANTILES.NS,Asian Granito India Limited
3750,ASIANTILES.BO,Asian Granito India Limited
3751,ASIANTILES.BO,Asian Granito India Limited
3752,JIKIND.NS,JIK Industries Limited
3753,SDAFXXVGR-MF.NS,SDAFXXVGR-MF.NS
3754,MILEFUR.BO,Milestone Furniture Limited
3755,M17RG-MF.NS,SUNDARAM MUTUAL FU
3756,INDBNK.BO,Ind Bank Housing Limited
3757,INDBNK.BO,Ind Bank Housing Limited
3758,GPIL.NS,Godawari Power & Ispat Limited
3759,KILPEST.BO,Kilpest India Limited
3760,KILPEST.BO,Kilpest India Limited
3761,TRIGYN.BO,Trigyn Technologies Limited
3762,RAMCOSYS.BO,Ramco Systems Limited
3763,RAMCOSYS.BO,Ramco Systems Limited
3764,GPIL.BO,Godawari Power & Ispat Limited
3765,GPIL.BO,Godawari Power & Ispat Limited
3766,RAMCOSYS.NS,Ramco Systems Limited
3767,GOKUL.BO,Gokul Refoils & Solvent Ltd
3768,GOKUL.BO,Gokul Refoils & Solvent Ltd
3769,11GPG.BO,Nippon India Mutual Fund
3770,MADRASFERT.NS,MADRAS FERTILIZERS
3771,MADRASFERT.NS,Madras Fertilizers Limited
3772,GOKUL.NS,Gokul Refoils & Solvent Ltd
3773,ANKITMETAL.BO,Ankit Metal & Power Limited
3774,MADRASFERT.BO,Madras Fertilizers Limited
3775,HITECHCORP.BO,Hitech Corporation Limited
3776,7TEC.BO,SAVEN TECHNOLOGIES LTD.
3777,7TEC.BO,Saven Technologies Limited
3778,OMAXAUTO.BO,Omax Autos Limited
3779,SONISOYA-SM.NS,SONI SOYA PRODUCTS
3780,HITECHCORP.NS,Hitech Corporation Limited
3781,PENTAGRAPH.BO,Pentamedia Graphics Limited
3782,PENTAGRAPH.BO,Pentamedia Graphics Limited
3783,GUJAPOLLO.NS,Gujarat Apollo Industries Limited
3784,GUJAPOLLO.BO,Gujarat Apollo Industries Limited
3785,CASTEXTECH.NS,CASTEX TECHNOLOGIE
3786,CASTEXTECH.NS,Castex Technologies Limited
3787,CKFSL.NS,Cox & Kings Financial Service Limited
3788,PHOENXINTL.BO,Phoenix International Limited
3789,SHARIABEES.BO,Nippon India ETF Shariah BeES
3790,TRIGYN.NS,TRIGYN TECHNOLOGIE
3791,TRIGYN.NS,Trigyn Technologies Limited
3792,OMAXAUTO.NS,Omax Autos Limited
3793,TIJARIA.BO,Tijaria Polypipes Limited
3794,TVF1G.BO,Tata Mutual Fund
3795,CIFL.BO,Capital India Finance Limited
3796,MAANALU.BO,Maan Aluminium Limited
3797,SHIVATEX.NS,Shiva Texyarn Limited
3798,MANAKALUCO.NS,MANAKSIA ALUMINIUM
3799,DAMOINDUS.BO,Damodar Industries Limited
3800,APMFINVEST.BO,APM Finvest Limited
3801,DENISCHEM.BO,Denis Chem Lab Limited
3802,ADROITINFO.BO,Adroit Infotech Limited
3803,HRYNSHP.BO,Hariyana Ship Breakers Limited
3804,HRYNSHP.BO,Hariyana Ship Breakers Limited
3805,NETFNIF100.BO,NIPPON INDIA ETF NIFTY 100
3806,HOCL.BO,Hindustan Organic Chemicals Limited
3807,JVLAGRO.NS,JVL Agro Industries Limited
3808,BALLARPUR.NS,Ballarpur Industries Limited
3809,VERTOZ.NS,Vertoz Advertising Limited
3810,CAPLIPOINT.NS,Caplin Point Laboratories Limited
3811,DUROPLY.BO,DUROPLY INDUSTRIES LIMITED
3812,CAPPL.BO,Caplin Point Laboratories Limited
3813,CAPLIPOINT.NS,CAPLIN POINT LABOR
3814,DCAL.BO,Dishman Carbogen Amcis Limited
3815,SUYOG.BO,Suyog Telematics Limited
3816,MARG.BO,MARG Limited
3817,CAPPL.BO,Caplin Point Laboratories Limited
3818,ROHITFERRO.NS,ROHIT FERRO-TECH
3819,IL&FSTRANS.NS,IL&FS Transportation Networks Limited
3820,ROHITFERRO.NS,Rohit Ferro-Tech Limited
3821,ZENITHBIR.NS,Zenith Birla (India) Limited
3822,ZENITHBIR.NS,ZENITH BIRLA(INDIA
3823,SCTL.BO,Suncare Traders Limited
3824,GRANULES.BO,Granules India Limited
3825,GRANULES.BO,Granules India Limited
3826,DCAL.NS,Dishman Carbogen Amcis Limited
3827,SMSLIFE.NS,SMS Lifesciences India Ltd
3828,CCFCL.BO,Classic Global Finance And Capital Limited
3829,JTLINFRA.BO,JTL Infra Limited
3830,PNBGILTS.NS,PNB Gilts Ltd.
3831,GRANULES.NS,Granules India Limited
3832,MNKALCOLTD.BO,Manaksia Aluminium Company Limited
3833,SRTRANSFIN-Z2.NS,SHRIRAM TRANSPORT
3834,DHARSUGAR.BO,Dharani Sugars and Chemicals Limited
3835,CUBEXTUB.BO,Cubex Tubings Limited
3836,63MOONS.BO,63 moons technologies limited
3837,GREENPOWER.NS,ORIENT GREEN POWER
3838,GREENPOWER.NS,Orient Green Power Company Limited
3839,DENORA.NS,DE NORA INDIA
3840,DENORA.NS,De Nora India Limited
3841,SATIN.BO,Satin Creditcare Network Limited
3842,ADSL.BO,Allied Digital Services Limited
3843,ADSL.BO,Allied Digital Services Limited
3844,SDL.BO,Span Divergent Limited
3845,WELINV.BO,Welspun Investments and Commercials Limited
3846,MACPOWER-SM.NS,MACPOWER CNC MACHI
3847,CEINSYSTECH.BO,Ceinsys Tech Limited
3848,JPOLYINVST.BO,Jindal Poly Investment and Finance Company Limited
3849,PADMALAYAT.BO,Padmalaya Telefilms Limited
3850,LGBFORGE.BO,LGB Forge Limited
3851,532041.BO,HINDUSTAN BIO SCIENCES LTD.
3852,DIGJAMLTD.NS,Digjam Limited
3853,HINDBIO.BO,Hindustan Bio Sciences Limited
3854,HLEGLAS.BO,HLE GLASCOAT LIMITED
3855,RUCHISOYA.BO,Ruchi Soya Industries Limited
3856,500368.BO,RUCHI SOYA INDUSTRIES LTD.
3857,RUCHI.NS,Ruchi Soya Industries Limited
3858,GINISILK.BO,Gini Silk Mills Limited
3859,GINISILK.BO,Gini Silk Mills Limited
3860,KAYA.NS,KAYA LIMITED
3861,KAYA.NS,Kaya Limited
3862,KEERTHI.BO,Keerthi Industries Limited
3863,KEERTHI.BO,Keerthi Industries Limited
3864,KAYA.BO,Kaya Limited
3865,RIR.BO,Ruttonsha International Rectifier Ltd.
3866,RIR.BO,Ruttonsha International Rectifier Ltd.
3867,DUKEOFS.BO,Duke Offshore Limited
3868,DUKEOFS.BO,Duke Offshore Limited
3869,SHAILY.BO,Shaily Engineering Plastics Limited
3870,SHAILY.BO,Shaily Engineering Plastics Limited
3871,ANJANIFOODS.BO,Anjani Foods Limited
3872,PRIMEURB.BO,Prime Urban Development India Limited
3873,MODERN.BO,Modern India Limited
3874,KARDA.BO,Karda Constructions Limited
3875,FCONSUMER.BO,Future Consumer Limited
3876,KARDA.NS,Karda Constructions Limited
3877,CAPTRUST.NS,Capital Trust Limited
3878,ZODIAC-SM.NS,ZODIAC ENERGY LTD
3879,MEDINOV.BO,MEDINOVA DIAGNOSTIC SERVICES L
3880,MEDINOV.BO,Medinova Diagnostic Services Limited
3881,APOLLOFI.BO,Apollo Finvest (India) Limited
3882,APOLLOFI.BO,Apollo Finvest (India) Limited
3883,ALOKINDS.NS,Alok Industries Limited
3884,GNRL.BO,Gujarat Natural Resources Limited
3885,FAZE3AUTO.BO,FAZE THREE AUTOFAB LIMITED
3886,TAHL.BO,Tiaan Ayurvedic & Herbs Limited
3887,CALCOM.BO,Calcom Vision Limited
3888,CALCOM.BO,Calcom Vision Limited
3889,SATIN.NS,SATIN CREDIT CARE
3890,SATIN.NS,Satin Creditcare Network Limited
3891,BVCL.BO,Barak Valley Cements Limited
3892,BVCL.BO,Barak Valley Cements Limited
3893,GSCLCEMENT.NS,Gujarat Sidhee Cement Limited
3894,SOFTSOL.BO,SoftSol India Limited
3895,SOFTSOL.BO,SoftSol India Limited
3896,DENORA.BO,De Nora India Limited
3897,KISAN.BO,Kisan Mouldings Limited
3898,KISAN.BO,Kisan Mouldings Limited
3899,VITESSE.BO,Vitesse Agro Limited
3900,INDOKEM.BO,Indokem Limited
3901,INDOKEM.BO,Indokem Limited
3902,LAKSHVILAS.BO,The Lakshmi Vilas Bank Limited
3903,LAKSHVILAS.BO,LAKSHMI VILAS BANK LTD.
3904,531199.BO,GLANCE FINANCE LTD.
3905,GLANCE.BO,Glance Finance Limited
3906,MODIPON.BO,Modipon Limited
3907,503776.BO,MODIPON LTD.
3908,SSPDL.BO,SSPDL Limited
3909,MAGMA.BO,Magma Fincorp Limited
3910,GRANULES.NS,Granules India Limited
3911,RCIIND.BO,RCI Industries & Technologies Limited
3912,VISHAL.BO,Vishal Fabrics Limited
3913,VISHAL.NS,Vishal Fabrics Limited
3914,VIKASMCORP.BO,Vikas Multicorp Limited
3915,SONAL.BO,Sonal Mercantile Limited
3916,BELLACASA.BO,Bella Casa Fashion & Retail Limited
3917,63MOONS.NS,63 MOONS TECHNOLOG
3918,SUDTIND-B.BO,Suditi Industries Limited
3919,SUDTIND-B.BO,Suditi Industries Limited
3920,MESCON.BO,Mideast Integrated Steel Limited
3921,BCG.BO,BRIGHTCOM GROUP LIMITED
3922,BAGFILMS.BO,B.A.G. Films and Media Limited
3923,MOHOTAIND.BO,Mohota Industries Limited
3924,MRO-TEK.NS,MRO-TEK Realty Limited
3925,DYNAMIC.BO,Dynamic Cables Limited
3926,MRO-TEK.NS,MRO-TEK REALTY LTD
3927,RITCO.BO,Ritco Logistics Limited
3928,BLFL.BO,Boston Leasing and Finance Limited
3929,CONTPTR.BO,Continental Petroleums Limited
3930,CONTPTR.BO,Continental Petroleums Limited
3931,METALFORGE.BO,Metalyst Forgings Limited
3932,GARNET.BO,Garnet Construction Limited
3933,GARNET.BO,Garnet Construction Limited
3934,HEXATRADEX.BO,Hexa Tradex Limited
3935,ALOKTEXT.BO,Alok Industries Limited
3936,JVLAGRO.BO,JVL Agro Industries Limited
3937,HEXATRADEX.BO,Hexa Tradex Limited
3938,ALOKTEXT.BO,Alok Industries Limited
3939,ROHITFERRO.BO,Rohit Ferro-Tech Limited
3940,JVLAGRO.BO,JVL Agro Industries Limited
3941,ROHITFERRO.BO,Rohit Ferro-Tech Limited
3942,LEMONTREE.BO,Lemon Tree Hotels Limited
3943,BEARDSELL.BO,Beardsell Limited
3944,ALCHCORP.BO,Alchemist Corporation Limited
3945,ALCHCORP.BO,ALCHEMIST CORPORATION LTD.
3946,STARLOG.BO,Starlog Enterprises Limited
3947,BRADYM.BO,Brady & Morris Engineering Company Limited
3948,505690.BO,BRADY & MORRIS ENGINEERING CO.
3949,SAIBABA.BO,Sai Baba Investment And Commercial Enterprises Limited
3950,RELIABLE-SM.NS,RELIABLE DATA SERV
3951,CGVAK.BO,CG-VAK Software and Exports Limited
3952,GUJTERC.BO,Gujarat Terce Laboratories Limited
3953,GUJTERC.BO,Gujarat Terce Laboratories Limited
3954,KSLIND.BO,KSL and Industries Limited
3955,530149.BO,KSL AND INDUSTRIES LTD.
3956,IL&FSENGG.BO,IL&FS Engineering and Construction Company Limited
3957,JITFINFRA.NS,JITF Infralogistics Limited
3958,KZLFIN.BO,K.Z.LEASING & FINANCE LTD.
3959,KZLFIN.BO,K Z Leasing and Finance Limited
3960,VARDMNPOLY.BO,Vardhman Polytex Limited
3961,BI.BO,Bilcare Limited
3962,BI.BO,Bilcare Limited
3963,LEMONTREE.NS,Lemon Tree Hotels Limited
3964,OMKARCHEM.BO,Omkar Speciality Chemicals Limited
3965,NATCAPSUQ.BO,Natural Capsules Limited
3966,ATISHAY.BO,Atishay Limited
3967,OCEAGRO.BO,Ocean Agro (India) Limited
3968,OCEAGRO.BO,Ocean Agro (India) Limited
3969,CYBELEIND.BO,Cybele Industries Ltd
3970,CYBELEIND.BO,Cybele Industries Ltd
3971,PANCHMAHQ.BO,Panchmahal Steel Limited
3972,NPRFIN.BO,NPR Finance Limited
3973,NPRFIN.BO,NPR Finance Limited
3974,MSPL.BO,MSP Steel & Power Limited
3975,BIRLATYRE.NS,Birla Tyres Limited
3976,VIRAT.BO,Virat Industries Limited
3977,VIRAT.BO,Virat Industries Limited
3978,SHHARICH.BO,Shree Hari Chemicals Export Limited
3979,SHHARICH.BO,Shree Hari Chemicals Export Limited
3980,KABSON.BO,Kabsons Industries Limited
3981,KABSON.BO,Kabsons Industries Limited
3982,SINTEX.BO,Sintex Industries Limited
3983,SINTEX.BO,Sintex Industries Limited
3984,SUNLOC.BO,Sunil Healthcare Limited
3985,E2E-SM.NS,E2E NETWORKS LTD
3986,DISHTV.BO,Dish TV India Limited
3987,DISHTV.BO,Dish TV India Limited
3988,SKPSEC.BO,SKP Securities Limited
3989,SKPSEC.BO,SKP Securities Limited
3990,CALSOFT.BO,California Software Company Limited
3991,STARLITE.BO,Starlite Components Limited
3992,STARLITE.BO,Starlite Components Limited
3993,MCLEODRUSS.BO,McLeod Russel India Limited
3994,NDL.BO,Nandan Denim Limited
3995,SYSTMTXC.BO,Systematix Corporate Services Limited
3996,SYSTMTXC.BO,Systematix Corporate Services Limited
3997,INDOKEM.BO,Indokem Limited
3998,INDOKEM.BO,Indokem Limited
3999,HATHWAYB.BO,Hathway Bhawani Cabletel & Datacom Limited
4000,GRANULES.BO,Granules India Limited
4001,INDCEMCAP.BO,India Cements Capital Limited
4002,INDCEMCAP.BO,India Cements Capital Limited
4003,MPL.BO,MPL Plastics Limited
4004,MANSIFIN.BO,Mansi Finance (Chennai) Limited
4005,MANSIFIN.BO,Mansi Finance (Chennai) Limited
4006,RSDFIN.BO,RSD Finance Limited
4007,TECHNOFAB.BO,Technofab Engineering Limited
4008,BIRLATYRES.BO,Birla Tyres Limited
4009,PATSPINLTD.BO,Patspin India Limited
4010,TRABI.BO,Transgene Biotek Limited
4011,TRABI.BO,Transgene Biotek Limited
4012,AAYUSH.BO,Aayush Food and Herbs Limited
4013,CELLA.BO,CELLA SPACE LIMITED
4014,MAGMA.NS,Magma Fincorp Limited
4015,MOHOTAIND.NS,Mohota Industries Limited
4016,PARMCOS-B.BO,Paramount Cosmetics (India) Limited
4017,PARMCOS-B.BO,Paramount Cosmetics (India) Limited
4018,IMCAP.BO,IM+ Capitals Limited
4019,BCG.NS,Brightcom Group Limited
4020,SURAJLTD.BO,Suraj Limited
4021,GSCLCEMENT.BO,Gujarat Sidhee Cement Limited
4022,HEXATRADEX.NS,HEXA TRADEX LTD
4023,HEXATRADEX.NS,Hexa Tradex Limited
4024,INFRATEL.NS,Bharti Infratel Limited
4025,MNKCMILTD.BO,Manaksia Coated Metals and Industries Limited
4026,CHANDRAP.BO,Chandra Prabhu International Ltd.
4027,CHANDRAP.BO,Chandra Prabhu International Ltd.
4028,ALPSINDUS.NS,Alps Industries Limited
4029,NILASPACES.NS,Nila Spaces Limited
4030,ARCOTECH.NS,Arcotech Limited
4031,VARDMNPOLY.NS,Vardhman Polytex Limited
4032,VARDMNPOLY.NS,VARDHMAN POLYTEX
4033,INDOSOLAR.BO,Indosolar Limited
4034,VICEROY.NS,Viceroy Hotels Limited
4035,ARCOTECH.NS,ARCOTECH LTD
4036,GARWSYN.BO,Garware Synthetics Limited
4037,TPROJECT.BO,Thirani Projects Limited
4038,TUNITEX.BO,Tuni Textile Mills Limited
4039,GARWSYN.BO,Garware Synthetics Limited
4040,VIVIDHA.BO,Visagar Polytex Limited
4041,PANINDIAC.BO,Pan India Corporation Limited
4042,TUNITEX.BO,Tuni Textile Mills Limited
4043,PANINDIAC.BO,Pan India Corporation Limited
4044,METALFORGE.NS,Metalyst Forgings Limited
4045,UJAAS.NS,Ujaas Energy Limited
4046,METALFORGE.NS,METALYST FORGINGS
4047,UJAAS.NS,UJAAS ENERGY LTD
4048,NATNLSTEEL.NS,NATIONAL STEEL & A
4049,MCLEODRUSS.NS,McLeod Russel India Limited
4050,NATNLSTEEL.NS,National Steel and Agro Industries Limited
4051,531047.BO,MARSONS LIMITED
4052,MARSONS.BO,Marsons Limited
4053,SURANAT&P.BO,Surana Telecom and Power Limited
4054,SHKARTP.BO,Shree Karthik Papers Limited
4055,SHKARTP.BO,Shree Karthik Papers Limited
4056,VASWANI.BO,Vaswani Industries Limited
4057,HMT.BO,HMT Limited
4058,HMT.BO,HMT Limited
4059,DISHTV.NS,Dish TV India Limited
4060,RUCHINFRA.NS,Ruchi Infrastructure Limited
4061,MILTON-SM.NS,MILTON INDUSTRIES
4062,AMINTAN.BO,AMIN TANNERY LIMITED
4063,VICEROY.BO,Viceroy Hotels Limited
4064,VASWANI.NS,Vaswani Industries Limited
4065,ACTIVE.BO,Active Clothing Co Limited
4066,BALLARPUR.BO,Ballarpur Industries Limited
4067,BLUECOAST.NS,Blue Coast Hotels Limited
4068,BLUECOAST.NS,BLUE COAST HOTELS
4069,VIKASMCORP.BO,Vikas Multicorp Limited
